Month,Day ,Year,Value
7,23,1918,255.338559873969
6,7,1947,37.03910939367
1,13,1939,-50.0095039665231
3,24,1960,32.6061662153206
2,21,1871,-67.9643225168779
5,22,2007,-35.9702316520324
6,20,1935,-56.4239075412401
10,6,1867,-68.750716835668
3,18,1921,43.8664793060312
12,6,1855,-44.9350541723781
5,6,1943,5.9040545241025
2,3,2002,138.550779898702
12,9,1996,-145.218896646521
7,10,1998,29.0673625156152
12,23,1927,101.502601834366
1,3,1806,-45.8505602162568
7,13,1879,-63.0006770864827
9,7,1804,63.424280309903
10,12,1918,11.1366041604144
9,10,1839,24.2557361242109
4,14,1989,89.3252465169487
12,18,1997,6.86261646972856
3,2,1832,321.829892428072
5,24,2003,-67.7727465371409
7,6,1867,-48.935112064795
6,19,2009,-101.737107540263
2,20,1845,115.270598983162
11,3,1921,57.4814898634434
9,17,1804,59.246190770796
12,17,1910,-81.1323710558539
5,4,1923,54.3467853000507
4,3,1999,36.9546260577735
1,10,1837,11.2637326093833
11,18,1852,121.011785894275
9,7,2002,76.1009610737272
6,15,1806,-120.952153179032
2,3,1833,-80.1901513976285
1,23,1963,136.560876702777
6,12,1889,69.3285429582934
4,15,1825,-144.385420132622
11,11,1847,-212.154773448833
10,5,1995,14.8838313704921
6,15,1948,51.0142707516056
10,5,1881,83.6505089814648
5,7,1910,218.783750489517
8,10,1932,200.191018331103
12,9,1862,-228.212396005148
10,22,1875,72.4143763866281
6,6,1946,6.43110382217834
7,2,1948,-30.4813912804233
4,24,1833,-125.179803471878
3,13,1953,69.5915566161628
9,1,1884,67.732626614759
1,21,1950,48.1068390819313
9,8,1866,158.316438585651
3,7,1823,-15.1060525502102
9,25,1914,5.52644557513622
5,10,1960,-214.052343066941
4,13,1909,-140.944341680472
7,25,2008,-39.5666750001603
12,9,1811,22.7013427687501
12,1,1926,-80.864569951708
4,14,2019,69.3312427040336
12,16,1876,-223.704737826302
10,4,1952,49.3897483460218
10,23,1976,78.6027295844469
5,4,1981,27.0529348048643
10,12,1814,-29.6279185143332
5,14,1889,182.949729797746
11,24,2018,122.861951633466
9,26,1981,97.349302607953
3,4,1822,10.0927605862823
10,6,1803,-18.0169495447928
8,16,1877,-33.1700819179081
4,23,1864,47.8312940295056
4,23,1887,5.71658171327269
5,2,1841,78.4319140663455
10,7,1811,23.9651276225165
11,16,1934,-52.872361107853
4,26,1895,85.1514910116706
10,16,2001,-104.316590925334
3,14,1986,-26.4189261623519
10,27,1990,99.529409158583
9,9,1865,8.86823045619077
3,14,1986,143.17549926228
6,9,1997,-11.6552363083952
4,19,1919,15.7071361957971
9,19,2014,59.3628208476151
4,22,2012,-30.9473178170689
9,18,1930,-127.951439227238
5,28,1956,119.555559820674
11,28,1978,-30.7502870111902
9,8,2008,22.6585942715989
1,22,1920,-108.838558460991
2,1,1814,84.1120993034856
3,4,1876,38.1529151698126
10,9,1989,41.0797619570784
6,17,2019,102.091717453883
9,27,1853,-46.0034775530871
7,3,1974,-66.4755747623875
12,27,1894,20.3213162994302
11,2,1809,-121.058517298447
2,25,1813,85.8769462507131
12,23,1944,-70.6885921650458
6,17,1963,119.567293096766
1,8,1923,-6.25312686278588
5,1,1888,20.2163566434149
12,27,1998,-63.9169166151481
7,21,1991,-185.45315057506
9,8,1879,-123.906466671705
12,23,1929,147.796597456367
8,8,1859,-164.684612954477
10,20,1828,46.411124445
8,28,1819,82.5142458149669
7,28,1963,-145.519021247686
2,5,2003,212.262985680177
4,12,1801,-5.72264702967245
8,11,1882,-116.381825743306
3,18,1937,204.972208656153
12,8,1944,144.087277164605
8,13,1952,-31.5958160595204
12,27,1998,-42.090323353783
6,18,1910,-11.0099792243473
11,27,1933,-98.6827824500204
4,9,1860,-102.706341745597
2,21,1919,34.8822016948074
9,23,1972,34.1030929225353
3,20,1923,48.0397422698641
1,24,1811,92.0178563403764
7,22,1928,-122.624595984585
7,2,2004,84.1297849103332
8,25,1887,-100.717726746874
4,11,1897,32.4416351594444
8,4,1947,-46.6986476224868
11,25,2002,79.8708869185787
11,27,1868,118.294619288146
12,4,2003,1.18938372582278
8,24,1821,-85.9188486483437
3,5,1857,-167.35674683557
11,1,1987,-4.90054838254525
10,9,1991,-97.6151936753579
5,19,1922,118.863972908948
8,3,1966,-65.711416059479
10,12,1885,-55.5940681340284
1,9,1838,-141.258610603977
3,16,1897,88.7952370217288
10,7,1943,261.84025603068
11,8,1934,141.749360051608
12,27,1925,97.7514217768359
11,3,1829,-97.3547845111735
9,19,1936,36.5294170634827
7,18,2003,-79.4106419530059
12,24,1885,-70.199287089924
12,26,2007,-64.4009690771966
12,4,1967,80.1948133267391
5,6,2015,-32.5419035419073
9,28,1981,111.825492521288
7,11,2006,14.9791480669436
11,19,1984,108.696474721871
7,9,1910,-33.2598525768579
4,2,1830,-72.1210522460228
10,14,1849,92.1913926976955
7,18,1941,51.5580896856348
3,8,1896,-22.0430247349106
6,2,1970,-56.4631060107841
10,24,2001,-55.0212879792201
5,19,1948,25.661648908829
4,12,1913,-161.684205614877
3,14,1953,-30.5593741832981
12,10,1834,-4.9535941938479
8,7,1889,44.94101036718
7,26,1818,-6.24438332155561
2,8,1903,-74.3227738475713
3,22,1982,124.263376652105
8,1,1923,-133.684394984626
12,25,1878,97.3950526616337
11,10,1898,-173.65176889472
4,15,1804,34.831180038824
3,28,1884,93.2043357759643
1,5,2007,43.0763687636725
5,26,1858,0.060618717107455
5,13,1991,-12.0792288671606
4,1,2007,-46.9678996518309
8,23,1905,0.119029753633785
9,4,1983,98.6052303767857
10,15,1939,-110.347527023363
9,2,1884,-47.4480065846476
2,17,1979,-160.286602254462
8,14,1950,94.4649559044048
12,3,1812,64.0730248047558
10,23,1884,30.9194267664647
5,28,1901,-9.09840775398117
9,10,1836,74.0581575062707
4,12,1994,41.6964911956249
1,3,1957,-148.806916516053
5,16,1818,-26.3920605164457
2,17,1900,-56.8277496126424
8,3,1924,265.580658485783
1,13,1929,-111.888644844418
10,3,1843,-118.185715456964
3,23,2000,107.8339821442
4,9,1979,-54.5673193334208
12,14,1810,76.8585445912099
8,16,1916,-45.7027906407012
5,16,1834,-112.899692773821
1,26,1883,-87.6725419531332
1,16,1952,-177.959621063204
9,12,1990,-117.949266475201
2,6,1837,88.5044811348068
1,17,1945,-38.8802798029394
4,12,1921,-66.6859107778512
4,6,1928,11.2466587551459
8,23,1941,81.7921378649849
6,17,1892,18.5184065610702
12,25,1888,-111.152636092098
3,18,1869,-136.506519672403
9,2,1940,17.4047315248798
10,5,1871,67.2348190949255
1,8,1905,-122.777166690328
7,23,1930,62.2386522824347
10,18,1955,-173.196754698301
6,18,1838,59.6074560424282
7,25,1961,-52.6048291117514
6,10,1890,-8.18821278754462
7,20,2004,-115.979248248674
4,21,1926,-46.7997346644846
8,1,1884,-42.0448052816896
3,14,1886,100.239672075683
10,26,1931,-122.157272908806
11,20,1848,16.1360107423097
2,7,1937,-27.436141071825
12,22,1803,83.4430962667078
5,12,1927,100.355773601699
11,23,1837,11.3867201463954
12,28,1880,149.721546226217
4,20,1987,-21.3671789506563
12,23,1932,106.239708677355
10,14,1909,95.2480525082936
9,14,1936,-42.14244287771
2,10,1930,36.3607427826775
6,28,1925,-171.018086913697
11,10,1869,10.721124352052
11,6,1972,120.854443282641
10,1,1849,150.631158523954
9,10,1867,-51.6061788874548
2,9,1973,-26.2334891316791
9,1,1809,89.9445640340816
6,23,1865,-159.654153785197
4,9,1912,-70.1648031597951
1,16,1869,39.1588254058961
9,2,1812,-26.859498319838
3,26,1915,73.8563673117199
2,13,1934,57.3389660537839
6,15,1844,31.1759370315648
8,7,1827,30.0369571674025
9,13,2012,142.487291548631
3,14,1991,55.6445976064643
11,8,1938,12.5665566330667
7,1,1918,247.666649623698
5,25,2019,15.0865027522746
2,4,1813,85.9302570353216
11,2,1871,90.8036843165897
3,5,2003,54.8122035292895
2,2,1815,-32.8209519982241
5,5,1803,-55.3404636442133
6,15,1985,44.8476836023932
8,13,1811,-146.314492166299
8,27,1961,-11.3441751655435
2,13,1847,-16.6540673107663
9,23,2017,84.3148451080565
9,19,1931,-79.5639218021959
5,25,1850,161.170254237041
12,4,1869,-235.333232263921
1,21,1932,-27.5935549545021
7,12,1893,156.448738479107
10,19,1965,106.184071765509
2,15,1970,-46.5713069165905
5,19,1886,-152.349461780564
9,18,1870,-50.6854532867749
2,2,1856,-85.8490038444578
12,22,1820,62.2795932475171
8,16,1948,-4.74534563671476
8,19,1957,-131.038137512554
12,19,1935,-165.607028063426
2,16,1974,18.0727212511394
10,6,1886,-131.671895896584
5,18,1970,-45.4783708991423
3,6,2018,95.2180696065491
9,20,1949,-120.569758098317
11,20,1884,-38.3723318310387
10,16,1919,-90.5918602943875
8,1,1869,20.4759721844076
3,19,1922,-12.8457226203988
10,11,2008,48.4227592066671
7,1,1833,-96.9179784915406
9,3,1925,-52.5718383316152
1,4,1836,-0.882245529098941
1,12,1830,29.3844076415966
2,25,2009,24.860221590831
6,15,1906,-25.9195116435265
3,13,1871,112.858322636832
6,24,1814,99.4918569956719
9,4,1872,-114.192817058689
6,1,1925,97.2884194079287
11,12,1885,20.9481846100934
2,8,1854,123.547304964569
8,19,1846,-113.850400883492
7,13,1984,-108.265091438837
8,22,1802,6.4589452988668
1,16,1907,24.0793536639111
5,9,1898,64.2190701538874
10,17,1877,-187.360779062976
7,16,1863,125.220563043048
1,22,1978,143.956841117076
7,20,1841,61.5720922031115
9,23,1904,-3.99311718671795
2,28,1900,-98.362036073209
12,8,1937,137.434414522141
5,11,1941,103.733726714495
1,28,1841,-66.3470616353031
7,17,1807,-119.227770503139
7,7,1929,-153.438257553866
3,10,1820,-195.846345494342
11,21,1839,33.0173130762369
12,4,1943,24.980945573716
6,28,1902,-23.1625722564623
2,15,1957,188.290069404565
9,16,1995,-114.862025548516
12,26,1835,-58.2662748919665
7,1,1985,-185.275480065906
7,13,1906,-0.284003477053187
11,26,1940,-31.6487774628235
9,10,1845,-32.1556750593662
12,6,1879,188.176334051201
4,28,1999,-14.2421706392781
1,13,1873,8.10352581039478
1,7,1969,176.428894229664
8,4,2013,-46.9348570173853
1,14,1988,-111.901443865553
10,17,1984,-77.9572380935229
5,9,1922,49.1901198693906
1,12,1969,-33.8281264162617
6,18,1906,-92.0622536079752
5,23,1885,-43.7204022278018
10,28,1872,78.7076458013033
8,7,1850,85.8790337266666
8,10,1960,224.050245828789
12,13,1980,-6.62045752984872
8,3,1998,-236.123381052206
10,10,1964,-28.5368100372964
5,11,1904,-15.2311673962871
9,18,1924,21.8339812877558
10,15,1885,-74.9838019326045
2,3,1864,-38.0443590047978
1,5,1814,4.67058118259936
1,20,1979,-41.9320110260332
4,21,1881,53.5334173227011
10,6,1975,-46.4652710664009
6,6,1838,85.6932008166949
2,1,2007,108.815659196889
5,2,1946,83.1355356829707
1,24,1809,77.8787305938937
4,12,1806,-10.1901021795864
11,11,1864,-38.7913306821922
3,25,1968,-110.081099922944
7,26,1863,74.1705769675986
6,20,1995,230.479050173662
11,12,1916,203.006654698233
1,8,1977,78.0589047064816
8,9,1912,-78.20897186961
3,8,1876,-104.914198671596
11,4,1843,151.625297219066
6,7,1827,-57.8520368853414
1,24,1820,9.88291795109207
6,16,1941,317.795334966624
11,1,1977,5.43127621819925
6,6,1849,44.9698609736358
4,13,1968,-70.4330807845677
5,26,1942,-14.7517832527478
12,27,1920,45.0245859020897
8,9,1835,-126.270770993192
4,20,1861,-103.295362424211
3,14,1897,11.7341004577764
7,10,1928,-40.5974272206914
12,24,1883,-0.514276006936126
7,10,1991,105.179572019061
10,11,1892,30.0569450052194
7,3,2003,138.036712361703
10,20,1824,-36.0422564941948
10,9,1871,-77.6916863362393
11,12,1875,22.0699772406339
10,5,2000,-75.5194810462011
1,21,1998,-12.7997060881639
10,16,1886,-9.93565071129629
3,15,2008,14.2447098176167
9,25,1860,-54.0373521561182
12,21,1892,65.3285799184094
5,25,2007,10.5342895077006
7,10,1949,-75.0287718787725
10,25,1825,6.52108980979218
11,3,1991,-104.742545388642
11,13,1845,25.1185045777919
10,23,1964,7.21009318646698
7,23,1959,-124.63718385663
10,1,1946,94.7514211767921
3,19,1813,-105.681620356918
12,21,1870,115.951756699065
10,1,1934,44.0967544495886
6,13,1845,-48.0925655236801
3,26,1997,60.9763372657405
1,9,2020,-109.053367077372
1,27,1997,106.285949869689
2,22,1953,61.2943154998976
4,19,2008,-33.2386205622605
6,13,1821,-168.85558689049
4,3,1837,-4.75116199668081
11,22,1841,-7.99713443891339
10,20,1963,94.7222030172892
11,16,1999,-214.414146731539
4,19,1995,-36.6545801585686
8,9,1902,-112.458643019971
9,12,1939,-141.100283757655
3,20,1895,-35.0143034471375
4,5,1872,36.4235201959417
4,6,1855,-97.5705887532252
1,5,1812,104.329060758881
9,20,1804,24.8720585515597
3,27,1875,-15.0812863154348
7,25,1871,-5.95795558318135
1,7,1951,-191.706260629268
12,2,1982,29.0416385459651
5,23,1885,174.867530723729
2,27,1954,-112.343963894449
6,18,1892,-6.39523379298414
10,5,1964,136.5757987617
6,18,1906,170.894889219504
11,20,1894,-112.407244499497
10,9,1900,-135.73186786471
9,1,1960,-66.3501692630895
2,8,1927,90.4800750346513
5,28,1847,179.389487040047
3,14,1924,1.77260446194038
8,19,1931,75.310682841738
3,8,1938,47.7845172854736
5,25,1896,112.546568215127
7,22,1808,-19.3925716582306
3,24,1988,-92.5064080798369
1,4,1806,-104.481402712286
4,3,1848,-14.8524860833674
4,4,1986,142.606091879185
6,23,1931,110.822064455886
9,2,1831,-45.3872584812858
5,2,1930,-107.593910511328
2,13,1959,19.0876403736397
1,8,1937,-36.7898476613146
3,8,1956,-39.7126408667725
6,19,1857,111.423592795355
11,9,1956,24.8175182491437
4,25,1843,-30.3580561106859
8,7,1866,34.3871574606399
6,8,1898,85.2215115109857
5,16,1991,-14.2324800961778
5,16,1908,10.885437844182
9,4,1833,-20.7152607593229
3,28,1838,-198.008119791345
8,5,1888,-200.19059580609
12,20,1878,17.4904416573815
8,17,1891,-109.405436607374
9,1,1952,-132.197894958316
7,25,1977,-30.9228071822741
4,14,1820,135.317469471491
6,28,1928,-130.870376520029
10,12,1919,161.997556440628
5,28,1917,-105.941680235867
7,26,1997,-119.993033843346
1,20,1865,-4.95162666333674
1,3,1877,171.091320447425
1,5,1842,19.9624730380007
5,17,2008,-21.9963003649643
7,3,1852,-28.5600281628162
6,9,1971,36.9241203765035
8,1,1985,-48.7545991995284
10,10,2002,-71.7466817899724
9,2,1895,2.949461576826
9,27,1928,58.0658928431982
4,18,1957,-46.120119528677
11,15,1883,-80.1861670499987
10,12,1840,150.213175751589
1,9,1934,-27.6559663705842
6,15,1944,81.7735837143549
9,28,1814,88.3313213802789
3,23,1977,-122.975125503536
12,13,1944,58.106019762254
7,14,1984,64.2578116928691
7,23,1955,-39.4011636569543
10,2,1846,89.4341156702457
8,26,1966,-124.245549989137
1,16,1997,-100.16832654906
9,25,1846,-2.64536637840424
4,7,2004,82.1604108997996
3,25,1838,170.799453958687
12,9,1814,-18.6475733238604
6,27,1906,-40.8962484324079
7,27,1953,-46.0546212872659
10,26,1919,-69.566660253325
4,27,1938,94.0174932921214
1,24,1974,62.0630574052187
10,9,1992,-99.3624255111292
12,21,1946,256.770433713912
3,9,1833,-37.3560037701856
10,14,1944,-22.9894482434012
5,24,1802,23.1987296477105
12,18,1893,38.3171339951634
5,3,1979,38.149829727488
3,23,1976,-153.115478904309
7,12,1856,-89.5646680318241
4,4,1870,-155.582303638778
11,25,1880,0.427315949890535
7,17,1959,-19.8214424666187
1,14,1965,65.2055372259283
2,13,1982,75.5357596925532
2,27,1867,68.4393136278826
12,19,1803,176.199956106467
4,28,1978,-110.670562379225
6,28,1891,-32.8402476546966
7,1,1859,-76.7535003133991
7,22,1800,257.391215745267
1,4,1994,-121.638905839141
10,26,1837,-95.3849852326312
9,25,1865,45.9456617794707
2,9,1938,-212.66295795807
11,23,1976,72.2149393870037
8,13,2001,52.8507047486094
7,8,2012,149.420366609525
4,19,1833,-84.1670152541117
3,23,2002,103.442659916526
6,27,1965,-104.574718384466
1,20,1996,-85.9052245132967
5,21,1857,12.3854563716275
2,17,2012,-28.8310698707023
2,4,1806,-18.2955636350264
5,17,2006,12.8375992322836
9,9,1820,-228.02708963756
5,3,1899,91.6174935067571
4,6,1900,-41.1875927100431
1,25,1987,56.6733583728515
7,11,2001,-62.5699140005702
7,7,1980,-31.3168008613042
10,25,2013,109.591705572553
7,24,1992,64.0698414408135
5,18,1942,-66.8745072236745
2,17,2008,38.8464997943519
10,15,1997,-84.3612940715585
6,3,1931,28.4701773936242
10,17,1974,-107.671380435123
3,2,1920,41.3132371701465
10,14,1825,211.363849803657
3,24,1971,122.006544453697
4,23,1999,-168.630004156861
2,4,1942,-12.2036591873638
2,11,1887,-6.00631841695304
3,20,2000,99.8448377099272
9,3,1905,-98.3949058859807
7,12,1964,18.0559559327375
4,11,1911,-140.451007216279
4,8,1927,-83.0194280345637
4,15,1891,101.988129435212
10,10,1897,-194.236394841385
5,24,1826,-147.352041702246
8,19,1840,58.5055031057145
7,6,1885,64.1490971493837
4,7,1911,-22.5094540810005
6,7,1873,-160.618073602376
9,23,1980,31.7687431298653
10,14,1950,-48.4514395065414
7,11,1822,104.125741132043
7,10,1968,48.9765449474231
10,9,1946,-22.5986350913624
6,6,1977,-89.7213189213159
1,21,1869,97.2729860569574
8,26,2009,-62.7463866113444
10,16,1915,-105.565849077572
2,10,1967,42.418528146286
11,1,1918,-2.16500697453016
6,14,1972,-7.02451987217465
12,13,1874,-67.7605590004643
4,22,1935,-101.213045999554
5,24,1838,203.110178700596
3,6,1879,63.9839793417697
2,17,1931,-37.6735475724826
6,23,1975,-23.8222331625207
1,8,1891,-140.787613335212
10,19,2008,49.4977783639713
3,14,1849,133.581113889066
8,25,1830,20.9607682399276
12,8,2001,90.6968066035457
1,10,1957,29.6304041278716
4,13,1835,-21.6346822137068
9,8,1986,91.0170182665939
11,22,1888,44.8671071486098
11,2,1813,26.8906478546495
11,24,1832,30.9343762435943
1,18,1880,-66.5148177080115
9,28,1833,-38.3292944078182
6,28,2007,281.233884081983
6,14,1911,-27.3177931149307
3,3,1957,-101.942827452514
10,11,1872,-5.9230769686099
5,11,1903,-107.775470244083
11,25,1941,21.1694721543833
4,28,1829,-16.9338557593157
1,18,1865,-5.56603486229101
11,8,1801,-190.902440556763
1,19,1818,82.2662715139713
8,4,1972,10.8266714421611
5,16,1828,-4.59612354419011
12,5,1990,-213.765521610117
11,5,1972,169.982079860323
7,22,1848,-65.4847977849439
5,13,1839,51.2242137032517
1,3,1899,-232.902096295139
12,10,1805,44.2553217411645
2,12,1918,6.98243669255664
5,6,2006,35.431529396769
11,14,1800,38.2002275523739
6,11,1869,21.5365058601936
8,18,2016,107.801079655608
4,6,2019,-45.5278486310986
12,14,1848,112.004110816317
10,4,1882,147.900667705958
11,6,1865,38.8166640760117
6,13,1830,-67.76858778779
10,20,1801,-97.1093806475697
7,12,1940,-37.4298617111661
4,16,1908,58.522409864113
11,15,1940,-7.95341131969195
5,28,1933,19.1708919142604
7,4,1848,-264.035235470874
4,18,1904,-34.7565513002038
5,12,1807,18.5092600867032
6,9,1982,70.6231615273389
6,23,1954,31.8769815970391
11,8,2016,27.3253266045147
2,7,2020,-6.97091155243971
7,5,1823,24.0760680602091
6,17,1858,-228.279607398614
1,22,1889,129.014273686395
10,23,2009,27.9983569962042
1,25,1899,74.5349118712477
4,15,1905,-68.5997139053962
4,23,1818,27.2116315584427
11,27,1852,35.1497323592557
1,13,1885,49.705425533232
7,1,1919,-95.8876325536533
9,13,1980,22.9722327479851
9,4,1971,37.8118469825954
10,16,1806,20.0127070994866
12,25,1817,61.3931822263231
5,24,1824,35.9026934703078
4,11,1888,33.2814891683293
11,8,1940,66.1108021354425
3,20,1972,-23.6230210457695
6,27,1873,-9.87533829452407
4,5,1828,62.2473470331638
8,12,1866,127.569884382888
9,13,2008,-3.29754544185789
1,4,1862,120.144517694737
2,7,1811,93.7220756138404
2,5,1911,-38.150186001122
5,9,1993,-92.801427339447
4,21,2019,-47.6847390771317
3,6,1936,-116.138066585483
8,2,1994,47.1474766094672
8,24,2001,-15.1251471127468
1,28,1942,-72.9541155448007
12,28,1966,-116.566992367407
9,19,1982,-116.336412631571
3,22,1820,45.2003780942939
5,10,2019,-238.32199546609
2,28,1964,-34.9470582141439
10,21,1939,-45.1124147483068
2,19,1818,-99.7899433833511
9,16,1870,61.7386302022111
12,24,1834,20.7857876354338
1,22,1909,-79.6572651177385
2,10,1957,20.2936588516091
12,28,1912,-250.252030618966
12,25,1841,-33.115723611283
10,5,1922,25.285071927939
11,5,1942,211.259598521392
1,20,1959,50.5157130603904
10,15,1835,-40.1959642157835
3,9,1903,-3.04919559038328
1,25,1975,57.0059427438819
7,5,1944,-201.119861895311
6,2,1895,22.641350747619
3,18,1810,-64.1972546729975
3,11,1889,-70.3745790340897
1,22,1964,-102.504521866782
6,17,1982,-69.6508189307747
9,8,1902,-112.400492566732
2,1,1850,17.8437977325103
11,14,1983,-122.884402837297
2,1,1828,119.82659045618
6,1,2003,-126.622157657967
6,22,1808,-41.6504360179573
11,7,1809,154.150197088271
10,17,2020,-2.38089426647276
7,18,1959,-20.4840004428241
10,20,1914,-17.866541498015
2,20,1928,142.71451313841
6,1,1871,-156.331695893708
6,20,1980,-173.657049998476
11,28,1870,126.596659769715
5,28,1878,-168.279691021256
2,17,1991,3.96950562503514
6,12,1910,13.6391938993329
11,28,1853,-80.7203246293477
4,5,1950,66.1183036068182
11,23,1802,66.143124353453
12,11,1870,58.9374771156765
12,5,1925,-62.7560640429533
10,20,1879,211.875539870416
8,18,1860,-203.920836932423
3,7,1961,129.291151686757
9,27,1925,-81.6754901907264
3,19,1854,2.21555764211832
7,16,1889,74.3949516942225
6,25,1897,144.880648670121
11,21,1921,-96.5477284712479
3,25,1933,-128.666864148993
8,10,1846,-39.4945132230521
12,2,1973,-208.778162294954
9,24,1910,41.381821819534
10,6,1932,45.1787349799768
3,6,1878,-77.8854827108457
3,6,1874,22.8042087237411
6,2,1918,158.647676340458
12,21,1894,-102.973103856991
8,10,1814,117.665490642063
9,3,1992,-79.3332854527285
10,16,1996,-10.0374817710083
7,2,1803,91.8446089540843
10,23,1834,8.51740556439313
7,20,1977,77.2314941508491
3,17,1826,-134.404558738107
4,5,1856,-74.8004413236156
2,6,1960,23.8723653181222
12,7,1822,149.798191599161
3,3,1972,256.685723829889
7,21,2007,-5.33001799881751
11,9,1991,136.175884349298
1,22,1850,-107.375898711644
7,5,2013,63.309449143723
7,26,1835,-122.657598759964
9,28,2020,-64.1402492204329
2,26,1986,1.01410605377881
3,11,1858,-71.2365524283566
5,13,2009,43.6833002169841
3,7,1860,-50.0690051448093
8,22,1852,56.7624285535092
10,13,1879,-146.74781870602
3,26,1992,-4.34623504067472
10,5,1984,-96.1576778887635
3,16,2003,-87.9943656850709
8,25,1996,-60.4967669679951
10,1,1929,-92.2298421222939
6,28,1960,-102.720062207794
5,4,1831,40.3095118080573
2,27,1839,-292.110467167547
2,14,1926,85.0915674107402
9,9,1883,89.1328697380579
9,5,1942,-5.90911451121968
8,24,1826,-7.38089151517091
10,25,1932,-21.9229123282386
2,9,2019,-73.1056211061666
9,23,1863,59.4616088421108
1,17,1917,105.174432758874
3,1,1868,31.1891665397343
7,9,1942,42.1445428751085
6,20,1975,-11.3981325338921
4,27,1976,69.7873337250096
9,27,1912,217.381226252301
1,4,2003,-26.3218926492561
1,28,1865,-45.9460196769643
9,15,1879,-39.8482232170411
12,21,1835,-175.935771140938
4,3,1858,0.997779962597884
8,28,1914,-71.8366839667013
7,6,1903,37.4601158980777
1,22,1963,-85.3282923822114
1,22,2001,-71.4082221712719
9,27,1889,-55.4698916793466
4,22,1812,-202.786674737655
4,22,1854,252.531575779962
2,19,1917,-161.80546207121
7,15,1867,-81.3990978200966
2,25,1896,-254.581071787166
1,19,1979,98.6882531192638
3,25,1879,22.9142058136456
3,6,1937,-81.7925180607143
6,1,1975,202.042085629165
12,21,1906,88.7462432134921
6,12,1960,19.9464893865128
4,26,1918,-121.864878523679
2,11,2011,7.59660698447167
6,8,1963,-89.4907186619294
6,9,1972,-152.25523169187
7,15,2020,102.822144888672
3,5,1854,58.5344826511326
12,6,2014,74.1571089398979
11,10,1904,-26.5048505422141
11,8,1889,8.26579476413503
7,7,1836,112.874550504851
4,13,1935,45.2792435694069
2,11,2019,-5.87932636886999
6,26,1962,-13.1376129809504
3,12,1954,-112.825342082215
1,7,1982,93.7564022063974
8,3,1844,94.2231744339096
1,18,1848,146.171900071397
2,25,1929,-30.5055557268027
9,12,1945,-5.79404497135138
4,20,1853,-129.518165294991
2,4,1989,89.8281638122934
8,6,1982,5.1432765339224
12,15,1835,-132.578667342844
9,18,1946,196.976179709293
1,26,1867,-102.133974940771
4,25,1809,40.7446480801014
11,25,1948,19.591660620353
4,11,1885,114.739217690686
3,20,1858,45.4107043699582
9,1,1860,103.892871123189
8,12,1957,26.3571242588961
7,12,1829,-88.4184940775593
9,17,1991,-40.876322547009
3,5,1832,-23.0514367174224
8,1,1884,-101.147850820193
6,19,1883,-12.1488456302569
1,25,1857,-125.226820119838
7,19,1827,-117.858935740037
2,15,1802,-107.236118032669
6,19,1804,143.807022709168
1,23,1812,13.8191070705063
10,12,2011,69.9566331215952
9,2,1814,-64.3658860909131
5,20,1830,-58.1219437316977
10,27,1893,-32.421486404011
7,24,1955,121.422685468676
10,15,1924,70.3316497250816
10,9,1867,160.661582949547
5,26,2018,71.0845894785749
3,28,1905,132.199845267743
3,21,1945,-147.239478262013
1,9,1818,18.6844185084007
12,13,1947,-69.5438445982783
12,19,1953,-112.484495464664
6,28,1980,-69.8209607770267
6,17,1821,-236.959083090264
8,3,1850,84.8859294063038
10,19,1855,45.0024173624219
11,2,1914,155.649749352104
11,11,2020,102.824702408774
2,16,1832,90.9236314395584
10,23,1907,-23.3648699463287
4,4,1863,82.6836204152404
12,8,2014,52.29442556428
2,14,2005,-101.384112604034
9,15,1902,223.407605223888
9,21,1917,-19.2504184200367
12,8,1938,91.1699838707394
6,9,1972,-47.9816310412488
3,26,1825,46.5261188994104
11,8,1964,-52.6346462692528
2,1,2016,-94.346750228231
2,12,1900,5.48161193650093
10,23,2013,119.733219408195
3,19,1958,-42.9156722475201
4,1,1857,-110.589856766717
9,26,1977,19.7127797715761
2,13,2017,68.3336473758536
10,24,1895,155.264064568814
5,24,2000,-70.0173322739737
9,18,1922,-142.223932291625
6,1,1893,30.0178216210386
8,28,1805,77.8120871300288
7,2,1863,14.5665374253791
8,24,1935,98.853883936104
11,25,1867,74.2897701891689
10,21,1904,58.5492119617932
1,13,1995,-74.7720405575242
10,21,1853,9.66907862835605
5,8,1820,162.980347616953
9,12,1839,-8.34789950808425
1,14,1829,103.190158722716
5,22,1921,-71.7909767739549
1,20,1816,-51.2539826834699
8,16,1997,-46.9924995954453
8,2,1897,123.925885904377
7,10,1963,-164.337543616896
9,1,1885,74.2107934259893
12,21,1873,-20.6395986845187
10,24,1901,-165.047763149238
12,1,1941,-156.204235705954
11,8,1912,-85.083211057878
10,18,1904,190.081907050956
12,20,2013,25.8009441751708
8,27,1934,-121.285546419002
3,12,1893,103.655409878354
1,18,1960,-44.674247975098
9,8,1836,-260.523689762485
12,3,1932,-52.0730099082148
7,23,1985,-81.060013508633
6,21,1983,15.8555409195194
9,28,1903,-73.8415949872502
6,11,1865,-171.283584489271
1,2,1840,182.412613408004
7,23,1957,11.1097979631402
4,8,1900,55.186454206633
12,9,1835,1.75907350864816
12,26,1926,-113.916826685414
4,27,1866,-127.18047819125
8,9,1966,82.1730254301984
